Order_ID,Customer_ID,Product_ID,Quantity,Order_Date,Order_Time,Delivery_Date,Delivery_Time,Location,Occasion,Month Name,Hour(Order),Diff(order and del),Days,Hour(delivery_time),Product.Price (INR),Revenu,Order_Days,Order_Date (Month Index),Order_Date (Month),0
522,C011,50,3,2023-02-27,9:04:28 PM,2023-03-08,1:34:50 AM,Avadi,Holi,February,21,9,9,1,422,1266,Monday,2,Feb,
543,C023,51,4,2023-02-12,9:51:10 PM,2023-02-17,11:53:09 AM,Saharanpur,All Occasions,February,21,5,5,11,1084,4336,Sunday,2,Feb,
546,C064,25,3,2023-02-02,10:04:53 PM,2023-02-11,10:00:07 AM,Motihari,Anniversary,February,22,9,9,10,1202,3606,Thursday,2,Feb,
548,C012,25,2,2023-02-21,12:32:50 PM,2023-02-22,7:47:44 PM,Gorakhpur,Anniversary,February,12,1,1,19,1202,2404,Tuesday,2,Feb,
550,C023,29,5,2023-02-27,7:28:12 PM,2023-03-05,5:03:39 PM,Bettiah,Holi,February,19,6,6,17,1252,6260,Monday,2,Feb,
554,C045,29,4,2023-02-28,8:25:07 PM,2023-03-03,4:49:01 PM,Sangli-Miraj & Kupwad,Holi,February,20,3,3,16,1252,5008,Tuesday,2,Feb,
570,C056,69,3,2023-02-28,11:25:04 AM,2023-03-09,12:53:55 AM,Satna,Holi,February,11,9,9,0,998,2994,Tuesday,2,Feb,
571,C046,6,1,2023-02-28,9:38:25 AM,2023-03-09,4:26:01 AM,Bhatpara,Holi,February,9,9,9,4,1112,1112,Tuesday,2,Feb,
617,C083,22,1,2023-02-19,2:53:42 AM,2023-02-28,5:01:34 PM,Uluberia,All Occasions,February,2,9,9,17,1639,1639,Sunday,2,Feb,
625,C089,63,5,2023-02-23,9:15:42 PM,2023-03-04,2:46:06 AM,Belgaum,All Occasions,February,21,9,9,2,1348,6740,Thursday,2,Feb,
627,C024,51,4,2023-02-05,4:30:25 AM,2023-02-08,11:38:12 PM,Sirsa,All Occasions,February,4,3,3,23,1084,4336,Sunday,2,Feb,
630,C071,67,3,2023-02-21,9:37:47 PM,2023-03-01,6:53:08 PM,Karimnagar,Anniversary,February,21,8,8,18,1374,4122,Tuesday,2,Feb,
643,C063,35,2,2023-02-26,1:10:24 PM,2023-03-06,8:24:10 PM,Malda,Holi,February,13,8,8,20,1865,3730,Sunday,2,Feb,
645,C033,50,3,2023-02-27,1:46:39 AM,2023-02-28,2:07:11 AM,Danapur,Holi,February,1,1,1,2,422,1266,Monday,2,Feb,
650,C077,32,3,2023-02-23,1:54:43 AM,2023-03-02,3:09:36 AM,Guwahati,Birthday,February,1,7,7,3,1792,5376,Thursday,2,Feb,
662,C068,20,3,2023-02-09,6:29:52 PM,2023-02-18,8:27:53 AM,Hazaribagh,Anniversary,February,18,9,9,8,697,2091,Thursday,2,Feb,
675,C052,13,4,2023-02-28,8:04:46 AM,2023-03-09,11:52:12 PM,Pali,Holi,February,8,9,9,23,1141,4564,Tuesday,2,Feb,
676,C038,46,4,2023-02-18,12:42:24 PM,2023-02-20,8:52:32 PM,Kanpur,Anniversary,February,12,2,2,20,758,3032,Saturday,2,Feb,
682,C054,50,5,2023-02-26,7:31:16 AM,2023-03-05,11:32:33 AM,Hyderabad,Holi,February,7,7,7,11,422,2110,Sunday,2,Feb,
707,C036,70,4,2023-02-03,6:17:26 AM,2023-02-12,1:04:19 AM,Tirunelveli,Birthday,February,6,9,9,1,866,3464,Friday,2,Feb,
723,C045,14,3,2023-02-04,6:00:57 PM,2023-02-05,12:57:28 AM,Mau,Birthday,February,18,1,1,0,1915,5745,Saturday,2,Feb,
729,C030,17,1,2023-02-23,6:19:53 PM,2023-02-25,11:51:19 AM,Kollam,Anniversary,February,18,2,2,11,1899,1899,Thursday,2,Feb,
735,C037,56,1,2023-02-02,7:22:26 AM,2023-02-04,5:57:58 AM,Nandyal,Anniversary,February,7,2,2,5,1272,1272,Thursday,2,Feb,
755,C037,6,5,2023-02-27,4:33:26 PM,2023-03-06,2:16:52 AM,Aurangabad,Holi,February,16,7,7,2,1112,5560,Monday,2,Feb,
762,C064,50,1,2023-02-26,10:11:19 AM,2023-03-01,3:56:20 AM,Bangalore,Holi,February,10,3,3,3,422,422,Sunday,2,Feb,
775,C077,45,1,2023-02-19,3:48:10 AM,2023-02-24,11:31:47 PM,Anand,Birthday,February,3,5,5,23,722,722,Sunday,2,Feb,
777,C016,70,3,2023-02-24,3:33:57 PM,2023-02-27,11:29:39 AM,Bhusawal,Birthday,February,15,3,3,11,866,2598,Friday,2,Feb,
785,C052,47,5,2023-02-26,5:41:34 PM,2023-03-01,1:09:23 PM,Jodhpur,Holi,February,17,3,3,13,1638,8190,Sunday,2,Feb,
790,C046,26,2,2023-02-28,6:03:29 AM,2023-03-08,4:20:38 AM,Chennai,Holi,February,6,8,8,4,289,578,Tuesday,2,Feb,
806,C088,29,2,2023-02-28,1:01:22 PM,2023-03-08,6:38:58 AM,Jhansi,Holi,February,13,8,8,6,1252,2504,Tuesday,2,Feb,
816,C042,35,3,2023-02-28,7:44:25 PM,2023-03-10,1:41:37 PM,Ujjain,Holi,February,19,10,10,13,1865,5595,Tuesday,2,Feb,
821,C050,32,4,2023-02-27,8:15:31 PM,2023-03-07,10:46:00 PM,Bareilly,Birthday,February,20,8,8,22,1792,7168,Monday,2,Feb,
832,C026,65,4,2023-02-01,6:56:24 PM,2023-02-10,2:19:29 AM,Etawah,All Occasions,February,18,9,9,2,1895,7580,Wednesday,2,Feb,
854,C016,62,3,2023-02-27,2:00:33 AM,2023-03-02,2:51:29 AM,Bhind,Holi,February,2,3,3,2,1356,4068,Monday,2,Feb,
857,C053,63,1,2023-02-09,9:22:18 AM,2023-02-18,2:00:44 PM,Bareilly,All Occasions,February,9,9,9,14,1348,1348,Thursday,2,Feb,
861,C030,32,1,2023-02-09,8:19:31 AM,2023-02-14,2:37:34 AM,Bidar,Birthday,February,8,5,5,2,1792,1792,Thursday,2,Feb,
919,C038,35,5,2023-02-28,8:27:53 AM,2023-03-04,12:05:29 AM,Delhi,Holi,February,8,4,4,0,1865,9325,Tuesday,2,Feb,
923,C034,7,4,2023-02-27,2:37:32 PM,2023-02-28,10:01:37 PM,Ahmedabad,Holi,February,14,1,1,22,409,1636,Monday,2,Feb,
943,C026,22,4,2023-02-19,2:27:09 PM,2023-02-22,7:05:59 PM,Narasaraopet,All Occasions,February,14,3,3,19,1639,6556,Sunday,2,Feb,
949,C020,6,4,2023-02-27,8:55:01 PM,2023-03-06,9:35:17 AM,Begusarai,Holi,February,20,7,7,9,1112,4448,Monday,2,Feb,
961,C016,1,5,2023-02-01,6:49:28 AM,2023-02-10,8:54:38 PM,Gulbarga,All Occasions,February,6,9,9,20,1935,9675,Wednesday,2,Feb,
973,C031,66,3,2023-02-26,10:35:55 AM,2023-03-07,3:46:24 AM,Barasat,Holi,February,10,9,9,3,610,1830,Sunday,2,Feb,
978,C019,29,4,2023-02-28,8:59:15 AM,2023-03-09,6:31:07 AM,Barasat,Holi,February,8,9,9,6,1252,5008,Tuesday,2,Feb,
982,C019,47,4,2023-02-28,6:56:23 PM,2023-03-04,3:11:23 AM,Srinagar,Holi,February,18,4,4,3,1638,6552,Tuesday,2,Feb,
991,C054,36,5,2023-02-09,3:01:12 PM,2023-02-15,5:16:56 PM,Barasat,Birthday,February,15,6,6,17,203,1015,Thursday,2,Feb,
51,C036,10,1,2023-03-15,9:23:49 AM,2023-03-19,4:46:40 PM,Agartala,Birthday,March,9,4,4,16,259,259,Wednesday,3,Mar,
96,C099,25,3,2023-03-14,3:00:21 PM,2023-03-23,8:56:06 AM,Latur,Anniversary,March,15,9,9,8,1202,3606,Tuesday,3,Mar,
125,C020,31,2,2023-03-19,9:12:11 AM,2023-03-25,2:36:11 PM,Kolkata,All Occasions,March,9,6,6,14,1804,3608,Sunday,3,Mar,
128,C065,12,3,2023-03-06,4:50:28 PM,2023-03-13,3:11:19 PM,Kochi,Anniversary,March,16,7,7,15,672,2016,Monday,3,Mar,
138,C022,57,4,2023-03-11,9:33:56 AM,2023-03-18,6:02:40 AM,Siliguri,Birthday,March,9,7,7,6,1582,6328,Saturday,3,Mar,
147,C080,8,4,2023-03-17,7:28:15 PM,2023-03-23,1:51:11 PM,Jodhpur,Anniversary,March,19,6,6,13,252,1008,Friday,3,Mar,
170,C040,32,2,2023-03-21,11:58:13 AM,2023-03-27,5:14:07 AM,Kamarhati,Birthday,March,11,6,6,5,1792,3584,Tuesday,3,Mar,
176,C039,17,2,2023-03-10,3:34:46 AM,2023-03-16,5:24:51 PM,Moradabad,Anniversary,March,3,6,6,17,1899,3798,Friday,3,Mar,
197,C095,45,2,2023-03-22,6:38:42 PM,2023-03-26,3:30:06 AM,Etawah,Birthday,March,18,4,4,3,722,1444,Wednesday,3,Mar,
228,C035,36,1,2023-03-10,6:40:52 PM,2023-03-11,10:30:00 AM,Bijapur,Birthday,March,18,1,1,10,203,203,Friday,3,Mar,
234,C097,42,1,2023-03-24,9:18:12 PM,2023-04-01,12:36:53 AM,Khandwa,All Occasions,March,21,8,8,0,1744,1744,Friday,3,Mar,
240,C074,5,5,2023-03-25,6:03:38 AM,2023-03-30,3:43:28 PM,Darbhanga,All Occasions,March,6,5,5,15,1444,7220,Saturday,3,Mar,
244,C041,65,3,2023-03-20,3:06:01 PM,2023-03-30,7:06:40 AM,Guntakal,All Occasions,March,15,10,10,7,1895,5685,Monday,3,Mar,
263,C081,57,4,2023-03-12,9:35:10 AM,2023-03-13,3:22:01 PM,Chittoor,Birthday,March,9,1,1,15,1582,6328,Sunday,3,Mar,
304,C088,67,3,2023-03-12,9:24:28 AM,2023-03-19,11:09:37 PM,Tiruchirappalli,Anniversary,March,9,7,7,23,1374,4122,Sunday,3,Mar,
308,C005,57,1,2023-03-09,7:54:11 AM,2023-03-12,12:11:24 PM,Haldia,Birthday,March,7,3,3,12,1582,1582,Thursday,3,Mar,
321,C049,12,5,2023-03-08,11:27:05 AM,2023-03-17,9:51:43 AM,Rampur,Anniversary,March,11,9,9,9,672,3360,Wednesday,3,Mar,
362,C041,31,2,2023-03-10,3:40:01 AM,2023-03-17,10:35:23 AM,Nashik,All Occasions,March,3,7,7,10,1804,3608,Friday,3,Mar,
394,C028,38,5,2023-03-23,4:26:37 AM,2023-03-31,7:25:58 PM,Dewas,Birthday,March,4,8,8,19,562,2810,Thursday,3,Mar,
396,C068,10,5,2023-03-15,3:30:58 PM,2023-03-16,1:45:01 AM,Tiruvottiyur,Birthday,March,15,1,1,1,259,1295,Wednesday,3,Mar,
408,C063,31,2,2023-03-05,12:19:26 PM,2023-03-11,4:41:38 AM,Haldia,All Occasions,March,12,6,6,4,1804,3608,Sunday,3,Mar,
459,C093,12,2,2023-03-29,7:24:55 AM,2023-03-30,7:34:31 AM,Ranchi,Anniversary,March,7,1,1,7,672,1344,Wednesday,3,Mar,
473,C061,22,3,2023-03-28,8:13:57 AM,2023-04-04,3:44:18 PM,Giridih,All Occasions,March,8,7,7,15,1639,4917,Tuesday,3,Mar,
513,C088,1,4,2023-03-27,9:57:32 AM,2023-04-02,1:56:41 PM,Nandyal,All Occasions,March,9,6,6,13,1935,7740,Monday,3,Mar,
601,C030,1,4,2023-03-14,2:37:47 AM,2023-03-18,3:37:12 AM,Raurkela Industrial Township,All Occasions,March,2,4,4,3,1935,7740,Tuesday,3,Mar,
637,C056,51,3,2023-03-12,7:29:26 PM,2023-03-20,10:34:14 PM,Darbhanga,All Occasions,March,19,8,8,22,1084,3252,Sunday,3,Mar,
687,C098,8,5,2023-03-15,5:57:15 PM,2023-03-19,4:50:54 AM,Raichur,Anniversary,March,17,4,4,4,252,1260,Wednesday,3,Mar,
695,C046,23,4,2023-03-05,4:36:52 PM,2023-03-14,5:01:44 PM,Imphal,Anniversary,March,16,9,9,17,1098,4392,Sunday,3,Mar,
802,C097,45,3,2023-03-23,12:37:23 PM,2023-03-26,6:19:00 AM,Dibrugarh,Birthday,March,12,3,3,6,722,2166,Thursday,3,Mar,
818,C004,8,4,2023-03-02,7:51:06 AM,2023-03-09,9:07:41 AM,Thrissur,Anniversary,March,7,7,7,9,252,1008,Thursday,3,Mar,
849,C013,57,1,2023-03-12,1:16:48 AM,2023-03-14,12:50:03 AM,Panipat,Birthday,March,1,2,2,0,1582,1582,Sunday,3,Mar,
877,C041,46,5,2023-03-09,11:16:16 PM,2023-03-18,12:27:24 PM,Hazaribagh,Anniversary,March,23,9,9,12,758,3790,Thursday,3,Mar,
884,C091,10,3,2023-03-18,10:15:44 PM,2023-03-27,6:59:55 PM,Tezpur,Birthday,March,22,9,9,18,259,777,Saturday,3,Mar,
890,C064,45,4,2023-03-23,11:25:20 PM,2023-03-27,11:38:15 AM,Kharagpur,Birthday,March,23,4,4,11,722,2888,Thursday,3,Mar,
893,C010,63,3,2023-03-28,3:40:42 PM,2023-04-07,2:49:23 PM,Sangli-Miraj & Kupwad,All Occasions,March,15,10,10,14,1348,4044,Tuesday,3,Mar,
895,C066,45,1,2023-03-28,6:45:56 PM,2023-04-06,2:53:40 AM,Sambhal,Birthday,March,18,9,9,2,722,722,Tuesday,3,Mar,
902,C025,32,5,2023-03-22,1:29:55 PM,2023-03-24,12:24:01 PM,Bidar,Birthday,March,13,2,2,12,1792,8960,Wednesday,3,Mar,
924,C013,17,1,2023-03-25,9:47:09 AM,2023-04-04,10:56:05 PM,Sagar,Anniversary,March,9,10,10,22,1899,1899,Saturday,3,Mar,
926,C049,40,4,2023-03-28,11:01:58 PM,2023-03-31,11:51:25 PM,Kulti,Anniversary,March,23,3,3,23,1923,7692,Tuesday,3,Mar,
929,C085,23,1,2023-03-19,7:00:52 AM,2023-03-26,1:02:32 PM,Kavali,Anniversary,March,7,7,7,13,1098,1098,Sunday,3,Mar,
937,C097,51,2,2023-03-11,3:57:43 AM,2023-03-15,7:27:13 PM,Rohtak,All Occasions,March,3,4,4,19,1084,2168,Saturday,3,Mar,
983,C094,70,1,2023-03-25,9:39:44 AM,2023-04-01,6:38:43 AM,Satna,Birthday,March,9,7,7,6,866,866,Saturday,3,Mar,
26,C040,6,3,2023-03-06,5:03:06 AM,2023-03-12,6:06:11 AM,Amroha,Holi,March,5,6,6,6,1112,3336,Monday,3,Mar,
62,C074,6,4,2023-03-02,3:30:51 PM,2023-03-06,11:51:40 PM,Jorhat,Holi,March,15,4,4,23,1112,4448,Thursday,3,Mar,
32,C065,7,5,2023-03-04,3:36:41 PM,2023-03-05,3:54:10 PM,Pudukkottai,Holi,March,15,1,1,15,409,2045,Saturday,3,Mar,
35,C055,7,5,2023-03-02,4:10:26 PM,2023-03-05,3:00:40 PM,Asansol,Holi,March,16,3,3,15,409,2045,Thursday,3,Mar,
11,C065,16,4,2023-03-02,8:14:55 PM,2023-03-03,11:19:47 PM,Belgaum,Holi,March,20,1,1,23,1721,6884,Thursday,3,Mar,
19,C072,62,4,2023-03-07,7:59:48 AM,2023-03-08,3:04:34 AM,Vijayanagaram,Holi,March,7,1,1,3,1356,5424,Tuesday,3,Mar,
36,C029,66,1,2023-03-04,10:28:53 AM,2023-03-14,8:14:49 AM,New Delhi,Holi,March,10,10,10,8,610,610,Saturday,3,Mar,
72,C058,26,3,2023-03-03,3:49:26 PM,2023-03-12,5:34:10 PM,Bally,Holi,March,15,9,9,17,289,867,Friday,3,Mar,
73,C057,26,1,2023-03-03,12:52:36 PM,2023-03-11,1:28:36 AM,Farrukhabad,Holi,March,12,8,8,1,289,289,Friday,3,Mar,
84,C032,47,1,2023-03-04,3:31:50 AM,2023-03-06,7:02:20 AM,Tirupati,Holi,March,3,2,2,7,1638,1638,Saturday,3,Mar,
85,C041,26,2,2023-03-04,9:35:20 PM,2023-03-14,2:48:22 PM,Agra,Holi,March,21,10,10,14,289,578,Saturday,3,Mar,
94,C099,69,5,2023-03-02,2:51:08 PM,2023-03-11,8:14:49 AM,Purnia,Holi,March,14,9,9,8,998,4990,Thursday,3,Mar,
110,C075,26,2,2023-03-04,11:23:44 AM,2023-03-13,8:27:31 AM,Kishanganj,Holi,March,11,9,9,8,289,578,Saturday,3,Mar,
119,C010,6,4,2023-03-04,11:02:10 AM,2023-03-12,12:22:18 PM,Fatehpur,Holi,March,11,8,8,12,1112,4448,Saturday,3,Mar,
134,C036,69,5,2023-03-05,7:12:46 PM,2023-03-14,4:58:29 AM,Malda,Holi,March,19,9,9,4,998,4990,Sunday,3,Mar,
137,C070,47,2,2023-03-05,4:06:24 PM,2023-03-11,7:29:21 AM,Warangal,Holi,March,16,6,6,7,1638,3276,Sunday,3,Mar,
140,C015,47,1,2023-03-04,6:19:35 AM,2023-03-13,9:29:35 PM,Bharatpur,Holi,March,6,9,9,21,1638,1638,Saturday,3,Mar,
153,C094,16,4,2023-03-04,12:15:00 PM,2023-03-10,6:04:43 AM,Rewa,Holi,March,12,6,6,6,1721,6884,Saturday,3,Mar,
158,C007,35,2,2023-03-03,3:40:17 PM,2023-03-08,2:53:01 AM,Medininagar,Holi,March,15,5,5,2,1865,3730,Friday,3,Mar,
168,C092,35,2,2023-03-04,3:36:03 PM,2023-03-07,11:02:42 AM,Bidar,Holi,March,15,3,3,11,1865,3730,Saturday,3,Mar,
172,C070,62,4,2023-03-03,4:40:04 AM,2023-03-08,5:12:47 AM,Patiala,Holi,March,4,5,5,5,1356,5424,Friday,3,Mar,
177,C085,62,4,2023-03-05,1:49:12 AM,2023-03-07,2:50:42 PM,Satara,Holi,March,1,2,2,14,1356,5424,Sunday,3,Mar,
207,C078,6,2,2023-03-05,1:13:16 AM,2023-03-07,12:15:56 PM,Amravati,Holi,March,1,2,2,12,1112,2224,Sunday,3,Mar,
214,C099,13,3,2023-03-01,7:49:55 AM,2023-03-07,8:27:25 AM,Durgapur,Holi,March,7,6,6,8,1141,3423,Wednesday,3,Mar,
219,C027,16,5,2023-03-05,12:36:07 AM,2023-03-11,10:36:05 AM,Bhimavaram,Holi,March,0,6,6,10,1721,8605,Sunday,3,Mar,
220,C001,26,3,2023-03-06,12:26:54 PM,2023-03-15,2:41:52 PM,Jalandhar,Holi,March,12,9,9,14,289,867,Monday,3,Mar,
238,C083,26,4,2023-03-05,7:56:43 AM,2023-03-11,8:18:17 PM,Jammu,Holi,March,7,6,6,20,289,1156,Sunday,3,Mar,
245,C020,50,3,2023-03-05,6:25:26 AM,2023-03-11,9:30:30 AM,Noida,Holi,March,6,6,6,9,422,1266,Sunday,3,Mar,
259,C001,62,1,2023-03-05,3:21:54 PM,2023-03-10,12:04:01 AM,Sirsa,Holi,March,15,5,5,0,1356,1356,Sunday,3,Mar,
260,C100,69,5,2023-03-06,1:06:11 PM,2023-03-16,10:22:30 PM,Satara,Holi,March,13,10,10,22,998,4990,Monday,3,Mar,
267,C055,35,3,2023-03-04,1:38:57 PM,2023-03-12,3:52:00 AM,Chandrapur,Holi,March,13,8,8,3,1865,5595,Saturday,3,Mar,
275,C028,29,1,2023-03-02,4:13:47 AM,2023-03-05,1:17:39 AM,Ranchi,Holi,March,4,3,3,1,1252,1252,Thursday,3,Mar,
286,C098,50,3,2023-03-06,8:05:40 PM,2023-03-12,2:41:27 AM,Mango,Holi,March,20,6,6,2,422,1266,Monday,3,Mar,
287,C011,7,5,2023-03-03,4:54:04 AM,2023-03-06,3:39:57 PM,Muzaffarnagar,Holi,March,4,3,3,15,409,2045,Friday,3,Mar,
290,C079,69,3,2023-03-06,10:27:18 AM,2023-03-10,2:33:34 PM,Alwar,Holi,March,10,4,4,14,998,2994,Monday,3,Mar,
294,C047,26,5,2023-03-01,9:04:18 PM,2023-03-03,7:44:54 PM,Nagpur,Holi,March,21,2,2,19,289,1445,Wednesday,3,Mar,
305,C003,26,1,2023-03-02,12:10:44 AM,2023-03-10,2:01:05 PM,Lucknow,Holi,March,0,8,8,14,289,289,Thursday,3,Mar,
315,C063,26,5,2023-03-06,2:21:31 PM,2023-03-09,7:20:21 PM,Ambattur,Holi,March,14,3,3,19,289,1445,Monday,3,Mar,
317,C014,29,3,2023-03-07,6:51:27 PM,2023-03-15,4:12:50 PM,Ahmednagar,Holi,March,18,8,8,16,1252,3756,Tuesday,3,Mar,
318,C038,26,5,2023-03-07,12:15:49 PM,2023-03-11,3:59:47 PM,Hosur,Holi,March,12,4,4,15,289,1445,Tuesday,3,Mar,
320,C007,13,1,2023-03-01,7:49:55 AM,2023-03-08,8:38:21 AM,Bijapur,Holi,March,7,7,7,8,1141,1141,Wednesday,3,Mar,
343,C006,66,3,2023-03-06,2:12:40 PM,2023-03-09,9:27:05 AM,Parbhani,Holi,March,14,3,3,9,610,1830,Monday,3,Mar,
346,C090,50,1,2023-03-04,11:24:17 PM,2023-03-12,4:46:34 PM,Pondicherry,Holi,March,23,8,8,16,422,422,Saturday,3,Mar,
357,C063,62,4,2023-03-03,8:01:18 PM,2023-03-13,8:55:34 PM,Kavali,Holi,March,20,10,10,20,1356,5424,Friday,3,Mar,
361,C049,47,4,2023-03-03,6:09:56 AM,2023-03-11,8:33:10 AM,Rajkot,Holi,March,6,8,8,8,1638,6552,Friday,3,Mar,
367,C010,47,5,2023-03-03,12:44:09 AM,2023-03-12,3:05:03 PM,South Dumdum,Holi,March,0,9,9,15,1638,8190,Friday,3,Mar,
368,C042,6,3,2023-03-04,11:03:22 PM,2023-03-06,2:52:10 AM,Nashik,Holi,March,23,2,2,2,1112,3336,Saturday,3,Mar,
378,C040,6,2,2023-03-01,11:30:20 AM,2023-03-08,7:26:52 PM,Hindupur,Holi,March,11,7,7,19,1112,2224,Wednesday,3,Mar,
379,C078,66,1,2023-03-03,11:31:41 PM,2023-03-06,10:44:03 AM,Bhavnagar,Holi,March,23,3,3,10,610,610,Friday,3,Mar,
385,C002,50,4,2023-03-03,1:16:01 AM,2023-03-08,10:46:18 AM,Alwar,Holi,March,1,5,5,10,422,1688,Friday,3,Mar,
389,C061,29,2,2023-03-06,3:26:18 AM,2023-03-16,6:13:40 PM,Mahbubnagar,Holi,March,3,10,10,18,1252,2504,Monday,3,Mar,
390,C043,26,4,2023-03-03,3:40:56 PM,2023-03-10,11:02:07 PM,Akola,Holi,March,15,7,7,23,289,1156,Friday,3,Mar,
395,C067,26,2,2023-03-03,11:14:54 PM,2023-03-06,6:32:37 PM,Hosur,Holi,March,23,3,3,18,289,578,Friday,3,Mar,
402,C037,29,1,2023-03-05,4:42:29 PM,2023-03-08,1:32:50 PM,Thrissur,Holi,March,16,3,3,13,1252,1252,Sunday,3,Mar,
417,C004,62,4,2023-03-07,10:40:40 PM,2023-03-11,5:56:33 AM,Khammam,Holi,March,22,4,4,5,1356,5424,Tuesday,3,Mar,
419,C065,47,3,2023-03-05,5:18:51 PM,2023-03-11,1:53:36 PM,Agartala,Holi,March,17,6,6,13,1638,4914,Sunday,3,Mar,
424,C072,7,4,2023-03-01,3:04:56 AM,2023-03-09,10:27:03 AM,Kishanganj,Holi,March,3,8,8,10,409,1636,Wednesday,3,Mar,
440,C018,13,4,2023-03-07,9:33:31 AM,2023-03-09,1:21:29 AM,Gudivada,Holi,March,9,2,2,1,1141,4564,Tuesday,3,Mar,
448,C086,16,1,2023-03-02,2:42:54 AM,2023-03-03,1:42:24 PM,Bulandshahr,Holi,March,2,1,1,13,1721,1721,Thursday,3,Mar,
460,C007,29,2,2023-03-04,7:58:33 AM,2023-03-06,12:07:26 AM,Kolhapur,Holi,March,7,2,2,0,1252,2504,Saturday,3,Mar,
480,C059,62,4,2023-03-06,4:29:31 AM,2023-03-16,10:19:33 PM,Sagar,Holi,March,4,10,10,22,1356,5424,Monday,3,Mar,
507,C028,13,4,2023-03-07,12:28:11 AM,2023-03-13,8:11:36 PM,Malda,Holi,March,0,6,6,20,1141,4564,Tuesday,3,Mar,
509,C003,13,5,2023-03-05,12:48:55 PM,2023-03-09,7:47:16 AM,Uluberia,Holi,March,12,4,4,7,1141,5705,Sunday,3,Mar,
525,C033,16,2,2023-03-02,8:06:08 PM,2023-03-11,10:22:35 PM,Bhagalpur,Holi,March,20,9,9,22,1721,3442,Thursday,3,Mar,
526,C008,13,5,2023-03-02,6:06:20 AM,2023-03-08,1:35:05 AM,Bangalore,Holi,March,6,6,6,1,1141,5705,Thursday,3,Mar,
544,C030,29,2,2023-03-01,2:31:54 AM,2023-03-11,9:33:52 AM,Belgaum,Holi,March,2,10,10,9,1252,2504,Wednesday,3,Mar,
557,C039,47,3,2023-03-01,3:00:42 AM,2023-03-08,2:10:39 AM,Kavali,Holi,March,3,7,7,2,1638,4914,Wednesday,3,Mar,
565,C011,50,3,2023-03-06,5:28:16 PM,2023-03-14,1:12:47 PM,Mehsana,Holi,March,17,8,8,13,422,1266,Monday,3,Mar,
567,C090,66,1,2023-03-06,6:11:59 AM,2023-03-15,6:57:04 PM,Unnao,Holi,March,6,9,9,18,610,610,Monday,3,Mar,
574,C064,29,3,2023-03-02,11:57:06 PM,2023-03-06,9:45:12 PM,Kozhikode,Holi,March,23,4,4,21,1252,3756,Thursday,3,Mar,
579,C092,29,2,2023-03-07,9:38:40 PM,2023-03-14,10:45:06 AM,Maheshtala,Holi,March,21,7,7,10,1252,2504,Tuesday,3,Mar,
592,C007,47,5,2023-03-07,3:27:03 AM,2023-03-11,9:41:23 PM,Phusro,Holi,March,3,4,4,21,1638,8190,Tuesday,3,Mar,
596,C046,50,1,2023-03-05,2:57:41 PM,2023-03-14,5:58:44 PM,Tiruppur,Holi,March,14,9,9,17,422,422,Sunday,3,Mar,
597,C074,16,1,2023-03-01,1:05:53 AM,2023-03-06,2:49:44 AM,Pimpri-Chinchwad,Holi,March,1,5,5,2,1721,1721,Wednesday,3,Mar,
600,C095,47,4,2023-03-07,9:24:39 PM,2023-03-09,3:17:19 PM,Shimla,Holi,March,21,2,2,15,1638,6552,Tuesday,3,Mar,
607,C028,50,3,2023-03-03,1:50:25 AM,2023-03-05,9:52:56 AM,Bidhannagar,Holi,March,1,2,2,9,422,1266,Friday,3,Mar,
612,C075,26,1,2023-03-02,10:22:25 AM,2023-03-08,12:39:50 PM,Shivpuri,Holi,March,10,6,6,12,289,289,Thursday,3,Mar,
614,C089,26,1,2023-03-03,3:36:13 PM,2023-03-07,6:51:41 PM,Aizawl,Holi,March,15,4,4,18,289,289,Friday,3,Mar,
619,C091,35,1,2023-03-06,7:18:46 AM,2023-03-16,3:17:33 AM,Patiala,Holi,March,7,10,10,3,1865,1865,Monday,3,Mar,
657,C055,13,3,2023-03-03,9:37:53 AM,2023-03-08,2:48:35 PM,Kochi,Holi,March,9,5,5,14,1141,3423,Friday,3,Mar,
665,C060,62,5,2023-03-05,2:23:22 PM,2023-03-15,3:54:03 PM,Akola,Holi,March,14,10,10,15,1356,6780,Sunday,3,Mar,
666,C032,26,5,2023-03-02,9:41:06 AM,2023-03-08,7:28:15 PM,Jammu,Holi,March,9,6,6,19,289,1445,Thursday,3,Mar,
686,C026,50,1,2023-03-01,4:29:38 PM,2023-03-11,9:37:59 PM,Bardhaman,Holi,March,16,10,10,21,422,422,Wednesday,3,Mar,
689,C046,66,4,2023-03-02,5:52:42 AM,2023-03-07,11:00:27 AM,Silchar,Holi,March,5,5,5,11,610,2440,Thursday,3,Mar,
696,C046,13,3,2023-03-07,2:42:21 AM,2023-03-14,3:08:45 PM,Rajpur Sonarpur,Holi,March,2,7,7,15,1141,3423,Tuesday,3,Mar,
697,C026,66,1,2023-03-03,2:20:25 PM,2023-03-07,3:14:20 PM,Ichalkaranji,Holi,March,14,4,4,15,610,610,Friday,3,Mar,
700,C006,6,1,2023-03-04,6:17:57 PM,2023-03-09,1:43:07 PM,Gwalior,Holi,March,18,5,5,13,1112,1112,Saturday,3,Mar,
